iter	Logloss
371	0.1575612746
372	0.1572117753
373	0.1568064154
374	0.1566296991
375	0.1564641932
376	0.1559290589
377	0.1554141669
378	0.1551080848
379	0.1546582403
380	0.154545983
381	0.1541987267
382	0.1540470286
383	0.1536478608
384	0.1533566176
385	0.1532613342
386	0.1529624418
387	0.152791217
388	0.1525067763
389	0.1523426337
390	0.1523400422
391	0.1520903018
392	0.1517474995
393	0.1513055407
394	0.1509975142
395	0.1503943922
396	0.1501435277
397	0.1497720288
398	0.1495699184
399	0.1493573403
400	0.1489102012
401	0.1486508143
402	0.1483313034
403	0.1482624927
404	0.1480387218
405	0.147674699
406	0.1474663841
407	0.1471708719
408	0.1470077119
409	0.1467401424
410	0.1466143167
411	0.1463887202
412	0.1461216857
413	0.1457217995
414	0.1453421473
415	0.1452287469
416	0.1450412266
417	0.1445397698
418	0.1438292235
419	0.1434930447
420	0.1432958238
421	0.1429862923
422	0.1425751672
423	0.1423298179
424	0.1419425455
425	0.1418801372
426	0.141764419
427	0.1410654839
428	0.1406111724
429	0.1404572628
430	0.1403744578
431	0.1401963456
432	0.1400196628
433	0.1396886378
434	0.1395807786
435	0.1391556468
436	0.1389389426
437	0.1387067371
438	0.1385539943
439	0.1384580797
440	0.1382377045
441	0.1379799144
442	0.1377685878
443	0.1375569647
444	0.1372360139
445	0.1368383525
446	0.1366514793
447	0.136443716
448	0.1360354017
449	0.1356934794
450	0.1354373942
451	0.135315069
452	0.135147788
453	0.1348734513
454	0.1347594974
455	0.134418399
456	0.134127664
457	0.1337846215
458	0.1336978216
459	0.1335557689
460	0.1334667865
461	0.1333441786
462	0.1331132116
463	0.1330092852
464	0.1327714837
465	0.1325980175
466	0.1324191095
467	0.1321995627
468	0.1319913479
469	0.1317236675
470	0.1313844571
471	0.1312569095
472	0.1311056879
473	0.1309170062
474	0.1305604665
475	0.1302705004
476	0.1299077491
477	0.1298523137
478	0.1296358249
479	0.1295976776
480	0.1293501184
481	0.1292006787
482	0.1289401726
483	0.1286878786
484	0.1283483858
485	0.1278792077
486	0.1274305306
487	0.1271805204
488	0.1269411602
489	0.1267373151
490	0.1266671104
491	0.1263671596
492	0.1261334268
493	0.1260614527
494	0.1257335719
495	0.1255652543
496	0.1254130817
497	0.1252813447
498	0.1248646973
499	0.1245861558
500	0.124488503
501	0.1241889119
502	0.1241299128
503	0.1237836945
504	0.1236490339
505	0.123472253
506	0.1233487219
507	0.1232734167
508	0.123042915
509	0.122768581
510	0.1222873144
511	0.1220213295
512	0.1218367601
513	0.1215584533
514	0.1212569573
515	0.1209475922
516	0.120649509
517	0.1202812956
518	0.1201844873
519	0.1199587446
520	0.1197745893
521	0.1194978439
522	0.1193830675
523	0.119279226
524	0.1189333858
525	0.1186042286
526	0.1185101427
527	0.1183702572
528	0.1182478259
529	0.1180989012
530	0.1179091258
531	0.1178049595
532	0.1174176403
533	0.1170814746
534	0.1169577588
535	0.1168543087
536	0.1165105617
537	0.1162792688
538	0.1161016965
539	0.1159033132
540	0.1156709708
541	0.1156296799
542	0.1152419759
543	0.115131961
544	0.1149943881
545	0.1148628826
546	0.1145931464
547	0.1145202764
548	0.1143727044
549	0.1142617511
550	0.1141677883
551	0.1139507271
552	0.1137648672
553	0.1135103836
554	0.1134445787
555	0.1131766404
556	0.1129416538
557	0.1127674182
558	0.1126462876
559	0.1124497826
560	0.1123359515
561	0.1122391133
562	0.1122339126
563	0.1121334189
564	0.1119665647
565	0.1118076997
566	0.1115450362
567	0.1114836419
568	0.1111967308
569	0.1109485439
570	0.1107996231
571	0.1105437235
572	0.1102677727
573	0.1100342605
574	0.1099277354
575	0.1097520336
576	0.1096084287
577	0.1094830161
578	0.109371064
579	0.1092457493
580	0.109124233
581	0.1089530375
582	0.1088468677
583	0.1087380893
584	0.108689782
585	0.108539401
586	0.1083034708
587	0.1079935271
588	0.1078106532
589	0.1075035702
590	0.1073149379
591	0.1071364774
592	0.1070556255
593	0.1068830844
594	0.1067358886
595	0.1065986209
596	0.1064044811
597	0.1061617846
598	0.1059844227
599	0.1057426485
600	0.105581105
601	0.1054287441
602	0.1054285553
603	0.1053926385
604	0.1052252233
605	0.1051306711
606	0.1048910804
607	0.1048184904
608	0.1045703321
609	0.1043485744
610	0.1040302666
611	0.1037431813
612	0.1035834099
613	0.1034691087
614	0.1033779162
615	0.1031801726
616	0.1030730833
617	0.1029277481
618	0.1028069512
619	0.102660777
620	0.1025322348
621	0.1023622726
622	0.1021856702
623	0.1019861997
624	0.1018066487
625	0.1017411457
626	0.1015290965
627	0.1012667019
628	0.101163805
629	0.1010418392
630	0.1008741523
631	0.1008737679
632	0.1007063029
633	0.1006002781
634	0.1005515321
635	0.10046535
636	0.1002683236
637	0.1000830553
638	0.09987086353
639	0.09976035197
640	0.09962901858
641	0.09950645899
642	0.09937766084
643	0.09922783609
644	0.09904284442
645	0.09879778093
646	0.09864772317
647	0.09850262646
648	0.09825492452
649	0.09811343489
650	0.09793884174
651	0.09777756571
652	0.09762657822
653	0.09753299241
654	0.09745431223
655	0.09731047955
656	0.0971579142
657	0.09705407346
658	0.09673486619
659	0.09664700972
660	0.09654138756
661	0.09649984808
662	0.0963403674
663	0.09609057356
664	0.09592801652
665	0.09589724081
666	0.09579400576
667	0.09558208587
668	0.09557401943
669	0.09550443671
670	0.09545387282
671	0.09537879533
672	0.09532137381
673	0.09516936757
674	0.09507777945
675	0.09499840421
676	0.09491659937
677	0.09476840612
678	0.09467758659
679	0.0945669565
680	0.09447478149
681	0.09436282914
682	0.09432728234
683	0.09426114127
684	0.09419060882
685	0.09410386106
686	0.09394172291
687	0.09382408727
688	0.09377686833
689	0.09359792379
690	0.09349132367
691	0.09342462235
692	0.09334221444
693	0.09324131646
694	0.09311447737
695	0.09291578428
696	0.09276094087
697	0.09253814323
698	0.0924276269
699	0.09234414575
700	0.09213840307
701	0.09208511874
702	0.09196921728
703	0.09186461677
704	0.09178112808
705	0.09166029673
706	0.09142923917
707	0.09133613152
708	0.09131793404
709	0.09115902254
710	0.09102314848
711	0.09095263876
712	0.0908400348
713	0.09070423867
714	0.09065506669
715	0.09055136877
716	0.09049607355
717	0.09033890339
718	0.0902590453
719	0.09015532249
720	0.09011927239
721	0.0900025832
722	0.08983128135
723	0.08962738158
724	0.08956271271
725	0.08951147102
726	0.08925119208
727	0.08896711706
728	0.08894076273
729	0.08884919323
730	0.08877593801
731	0.08870721459
732	0.08864303399
733	0.08844397079
734	0.08837714806
735	0.08826956354
736	0.08820798598
737	0.08803589161
738	0.08796762722
739	0.08785972102
740	0.08774886693
741	0.08768334393
742	0.08759905133
743	0.08746529132
744	0.08732692868
745	0.08718348837
746	0.08710968191
747	0.0868955871
748	0.08680561255
749	0.08675544356
750	0.08658488628
751	0.0865389485
752	0.0864155934
753	0.08618494738
754	0.08608323827
755	0.08595017694
756	0.085858441
757	0.08581697216
758	0.08570788747
759	0.08558690717
760	0.08552575224
761	0.08541394732
762	0.085238523
763	0.08517746405
764	0.08514435777
765	0.08506677425
766	0.08498783585
767	0.08486375881
768	0.08465912489
769	0.0845638292
770	0.08450785746
771	0.08445552841
772	0.08425128215
773	0.0841944536
774	0.08411070322
775	0.08403657564
776	0.08388834702
777	0.08379619825
778	0.08368184131
779	0.08361162802
780	0.08352849758
781	0.08345190616
782	0.08340631272
783	0.08336017378
784	0.08322549407
785	0.08318051279
786	0.08315186741
787	0.08310634538
788	0.08302786586
789	0.08293699993
790	0.08285436644
791	0.08277625494
792	0.08269117797
793	0.08257451635
794	0.0825177648
795	0.08239990498
796	0.08229336819
797	0.08226119987
798	0.08219205727
799	0.0820657629
800	0.08191321833
801	0.08185084498
802	0.08169883559
803	0.08161127494
804	0.08151458742
805	0.08148465283
806	0.08148463496
807	0.08143525744
808	0.08133873493
809	0.08121636146
810	0.08115716156
811	0.08106082127
812	0.08101314211
813	0.0809027609
814	0.08080497598
815	0.08068799047
816	0.08063445842
817	0.0805952583
818	0.08056602479
819	0.08041979534
820	0.08022970189
821	0.08006155196
822	0.07998216936
823	0.0798469833
824	0.07973798539
825	0.07969050028
826	0.07954431679
827	0.07949067065
828	0.07945425038
829	0.07939409276
830	0.07937310791
831	0.07929876845
832	0.0792819799
833	0.079254682
834	0.07923168731
835	0.07909789775
836	0.07905145306
837	0.07883812259
838	0.07870990345
839	0.07864440833
840	0.07853106487
841	0.07840573976
842	0.07833887942
843	0.07830152968
844	0.0781682761
845	0.07813212082
846	0.07802114376
847	0.07789891575
848	0.07775602106
849	0.07761520484
850	0.07748934131
851	0.07735519699
852	0.07719359814
853	0.07710767007
854	0.07701819547
855	0.07688698855
856	0.07678365839
857	0.07669873042
858	0.07664095508
859	0.07660375391
860	0.07651137209
861	0.07639760254
862	0.07632776522
863	0.07615238379
864	0.07607765712
865	0.07586857671
866	0.07575494576
867	0.07561441064
868	0.07555945225
869	0.0754963229
870	0.07536666962
871	0.07531506726
872	0.07528967863
873	0.07517679447
874	0.07505113465
875	0.07500170343
876	0.07493596251
877	0.07487340762
878	0.07477096033
879	0.07467889791
880	0.0746527504
881	0.07456521488
882	0.0745162712
883	0.07440378522
884	0.07429359086
885	0.07422266749
886	0.07416834781
887	0.0740477702
888	0.07398044196
889	0.07391732501
890	0.07388299194
891	0.07376883041
892	0.07370951025
893	0.07363561644
894	0.07358366301
895	0.07352971804
896	0.07346464505
897	0.07327949509
898	0.07318224796
899	0.07308177048
900	0.07296100113
901	0.07286694019
902	0.0727963558
903	0.07273487167
904	0.07264615277
905	0.07260733961
906	0.07251799955
907	0.07247833613
908	0.07241936705
909	0.07240060461
910	0.07235475996
911	0.07218249137
912	0.0721211328
913	0.07206115272
914	0.07202476248
915	0.07198331224
916	0.07193031639
917	0.0718033483
918	0.07169209683
919	0.07165405914
920	0.0715965579
921	0.07150266731
922	0.0714362754
923	0.07138741566
924	0.07127855541
925	0.07124529873
926	0.07120344572
927	0.07114112511
928	0.07107886312
929	0.07101890609
930	0.07095558916
931	0.07092711235
932	0.07083814292
933	0.07077822684
934	0.07072263317
935	0.07061652821
936	0.07055122815
937	0.07050109146
938	0.07039516838
939	0.0703035001
940	0.07020452491
941	0.07010825409
942	0.069993854
943	0.06988617346
944	0.06985061049
945	0.06982488466
946	0.06975554703
947	0.06970541415
948	0.06964412746
949	0.06962869853
950	0.06960973542
951	0.06952880972
952	0.06944917768
953	0.06941807834
954	0.06936344014
955	0.06931545467
956	0.06924991396
957	0.06917872301
958	0.06916853495
959	0.06915092535
960	0.06907446339
961	0.0690327741
962	0.06895285395
963	0.06887254281
964	0.06882824665
965	0.06869066747
966	0.06863093303
967	0.06860155225
968	0.06855164339
969	0.06849049543
970	0.06845190975
971	0.06835499934
972	0.0683419535
973	0.06829325412
974	0.06822847559
975	0.06814744962
976	0.06805207921
977	0.06803911085
978	0.06798571658
979	0.06792889809
980	0.06788341056
981	0.06784497679
982	0.06782170161
983	0.06775091703
984	0.06770094986
985	0.06763108153
986	0.06757226348
987	0.067489493
988	0.06736878669
989	0.067303425
990	0.06724883603
991	0.06721002802
992	0.06716671485
993	0.06709219954
994	0.06704550176
995	0.06698540533
996	0.06697190243
997	0.06692939295
998	0.06690266131
999	0.0668427234
